Date,MF,SMB,HML,WML,RF,MKT,Mkt-RF
2006-06-30,-0.033323,-0.103157,-0.030676000000000002,0.03764,0.0052439999999999995,-0.028079,-0.033323
2006-07-31,-0.0073950000000000005,-0.014207000000000001,-0.022696,-0.030732,0.005336,-0.002059,-0.007395
2006-08-31,0.087972,0.023053,0.057962,-0.056242,0.005592000000000001,0.09356400000000001,0.08797200000000001
2006-09-30,0.055151000000000006,0.028338000000000002,0.018298000000000002,0.0026829999999999996,0.005393,0.060544,0.055151
2006-10-31,0.041631,0.0024490000000000002,-0.023385,0.032585,0.00498,0.046611,0.041631
2006-11-30,0.043549,-0.010107,-0.042933000000000006,0.046186,0.005798,0.049347,0.043549000000000004
2006-12-31,-0.001387,0.033530000000000004,-0.010936,-0.005506,0.005453,0.004066,-0.0013870000000000002
2007-01-31,0.029685000000000003,0.030449,0.008761999999999999,-0.007234000000000001,0.005671000000000001,0.035356,0.029684999999999996
2007-02-28,-0.08638299999999999,-0.000616,-0.00882,0.007463999999999999,0.005768,-0.080615,-0.086383
2007-03-31,0.001697,-0.047088,-0.011877,0.020674,0.006308,0.008005,0.0016969999999999997
2007-04-30,0.06557400000000001,-0.002062,0.031857,0.003876,0.006017,0.071591,0.06557400000000001
2007-05-31,0.050491,0.013649,0.014641999999999999,0.026024,0.006321,0.056811999999999994,0.050490999999999994
2007-06-30,0.013657999999999998,0.032595,-0.015766,0.019131,0.006168,0.019826,0.013658
2007-07-31,0.045236,-0.018532,0.01482,0.0182,0.004853,0.050088999999999995,0.045236
2007-08-31,-0.013323,-0.008847,0.018023,0.005516,0.005645,-0.007678000000000001,-0.013323000000000002
2007-09-30,0.12272999999999999,-0.042488,0.092564,0.055482,0.005587999999999999,0.128318,0.12272999999999999
2007-10-31,0.144456,-0.116675,0.036098,0.14252499999999999,0.006161,0.150617,0.144456
2007-11-30,-0.004534,0.063042,0.076546,0.001168,0.0064329999999999995,0.001899,-0.004534
2007-12-31,0.09911500000000001,0.095618,0.062021,-0.033631,0.005587999999999999,0.104703,0.09911500000000001
2008-01-31,-0.196129,-0.02889,-0.029934,-0.007677000000000001,0.006475,-0.189654,-0.196129
2008-02-29,-0.0036030000000000003,-0.033101,0.016786000000000002,-0.032271,0.006063,0.00246,-0.003603
2008-03-31,-0.128953,-0.039618,-0.049948,-0.059647,0.005233,-0.12372,-0.12895299999999998
2008-04-30,0.106602,-0.01103,0.037039,0.034806,0.005731000000000001,0.112333,0.106602
2008-05-31,-0.065262,-0.0016220000000000002,-0.012632,-0.039476,0.005835,-0.059427,-0.065262
2008-06-30,-0.18870599999999998,0.02851,-0.039716,-0.038769,0.006463,-0.182243,-0.18870599999999998
2008-07-31,0.062509,-0.061208,0.034241,0.027771,0.008092,0.070601,0.062509
2008-08-31,0.006581,0.0177,-0.031748,-0.027280000000000002,0.007221,0.013802000000000002,0.006581000000000002
2008-09-30,-0.12653,-0.05285,0.003283,0.020646,0.007258,-0.11927199999999999,-0.12652999999999998
2008-10-31,-0.28622,-0.06155,0.000968,0.022846,0.006531,-0.279689,-0.28622000000000003
2008-11-30,-0.074924,-0.070449,0.037575,0.11057800000000001,0.00523,-0.069694,-0.074924
2008-12-31,0.111548,0.005377,-0.004119,-0.17277,0.004973,0.11652100000000001,0.11154800000000001
2009-01-31,-0.050307000000000004,-0.049477,0.032487,0.09466,0.003748,-0.046558999999999996,-0.050307
2009-02-28,-0.049625,-0.021745,-0.010280000000000001,0.060309999999999996,0.003637,-0.045988,-0.049625
2009-03-31,0.07684099999999999,-0.021418,0.024078,-0.077473,0.0038030000000000004,0.080644,0.07684099999999999
2009-04-30,0.164849,0.003121,0.008704,-0.18983699999999998,0.0027129999999999997,0.167562,0.164849
2009-05-31,0.32313000000000003,0.0669,0.105726,-0.30698899999999996,0.00262,0.32575000000000004,0.32313000000000003
2009-06-30,-0.023195,0.003654,-0.035261999999999995,0.036625,0.0029609999999999997,-0.020234000000000002,-0.023195
2009-07-31,0.082509,-0.006096000000000001,0.00243,-0.035371,0.0029920000000000003,0.08550100000000001,0.08250900000000001
2009-08-31,0.021440999999999998,0.08446400000000001,0.014535,-0.066372,0.002803,0.024243999999999998,0.021440999999999998
2009-09-30,0.078846,-0.008132,0.043963999999999996,0.015373000000000001,0.0027329999999999998,0.081579,0.078846
2009-10-31,-0.06623899999999999,0.025907,-0.048192000000000006,0.065537,0.002452,-0.063787,-0.06623899999999999
2009-11-30,0.07481399999999999,-0.019952,0.012378,0.06000200000000001,0.002632,0.077446,0.074814
2009-12-31,0.043657,0.04259,0.016288,-0.014432,0.002943,0.0466,0.043657
2010-01-31,-0.039555,0.048726000000000005,-0.022774000000000003,0.008246999999999999,0.002825,-0.03673,-0.039555
2010-02-28,-0.011221000000000002,-0.018058,0.007931,0.019554000000000002,0.00311,-0.008111,-0.011221
2010-03-31,0.038607,0.0051849999999999995,0.039719000000000004,-0.000399,0.003623,0.04223,0.038606999999999995
2010-04-30,0.013916,0.062123,0.022439,0.014681,0.003368,0.017284,0.013916000000000001
2010-05-31,-0.038401,-0.012551000000000001,-0.031292,-0.018394999999999998,0.003578,-0.034823,-0.038401
2010-06-30,0.043392,0.018545,-0.002297,-0.016177999999999998,0.0046110000000000005,0.048003,0.043392
2010-07-31,0.014381,0.009014,0.019110000000000002,0.055999999999999994,0.004785,0.019166000000000002,0.014381000000000001
2010-08-31,0.003237,0.01221,0.024488,0.055903999999999995,0.005305,0.008542,0.0032369999999999994
2010-09-30,0.08097099999999999,-0.025373999999999997,0.010461,0.005621,0.005104,0.086075,0.080971
2010-10-31,-0.002515,0.006842,0.024348,0.027304,0.005425999999999999,0.0029110000000000004,-0.002514999999999999
2010-11-30,-0.057545,-0.025457,-0.039918999999999996,0.045122,0.0056689999999999996,-0.051876,-0.057545
2010-12-31,0.026719,-0.024769,-0.016682,-0.041032,0.0061860000000000005,0.032905000000000004,0.026719000000000003
2011-01-31,-0.105172,-0.018851,-0.011899999999999999,0.024295,0.005659999999999999,-0.099512,-0.105172
2011-02-28,-0.049038000000000005,-0.024204,-0.022263,0.023521,0.005666,-0.043372,-0.049038
2011-03-31,0.074869,-0.017728999999999998,0.011767000000000001,0.009466,0.006262,0.081131,0.07486899999999999
2011-04-30,0.00029,0.055838,0.000606,0.002902,0.00519,0.0054800000000000005,0.0002900000000000003
2011-05-31,-0.037847,-0.006981,-0.038625,0.023704999999999997,0.006887,-0.03096,-0.037847
2011-06-30,-0.001904,-0.002187,-0.035,0.038607999999999996,0.007113,0.005209,-0.0019040000000000003
2011-07-31,-0.023292999999999998,0.047537,0.018600000000000002,0.030897,0.006751,-0.016541999999999998,-0.023292999999999998
2011-08-31,-0.091764,-0.002859,-0.026591999999999998,0.091288,0.006907,-0.084857,-0.091764
2011-09-30,-0.018845,0.010193,-0.0014019999999999998,0.006540000000000001,0.006941,-0.011904,-0.018845
2011-10-31,0.040774,-0.029658000000000004,0.004864,-0.001221,0.006359,0.047133,0.040774000000000005
2011-11-30,-0.097127,-0.023995000000000002,-0.036211,0.075972,0.006914,-0.090213,-0.097127
2011-12-31,-0.06389,-0.029664000000000003,-0.035609,0.052661,0.007070999999999999,-0.056818999999999995,-0.06388999999999999
2012-01-31,0.128189,-0.004998,0.097774,-0.199281,0.007078,0.135267,0.128189
2012-02-29,0.042846999999999996,0.024825,0.023239999999999997,-0.015022,0.006979,0.049825999999999995,0.042846999999999996
2012-03-31,-0.028627,0.015356000000000002,-0.042186,0.080706,0.007428000000000001,-0.021199,-0.028627
2012-04-30,-0.013071,0.036961,-0.043198,0.04797100000000001,0.006459,-0.006612,-0.013071
2012-05-31,-0.065977,-0.007267,-0.015641000000000002,0.033062,0.00728,-0.058697,-0.065977
2012-06-30,0.053559999999999997,-0.026236000000000002,0.014011000000000001,-0.024618,0.006841000000000001,0.060400999999999996,0.053559999999999997
2012-07-31,-0.017273,0.015811,-0.030892,0.04086700000000001,0.007129,-0.010144,-0.017273
2012-08-31,-0.006457000000000001,0.020640000000000002,-0.066287,0.069664,0.006803,0.000346,-0.006457
2012-09-30,0.074114,-0.004614,0.055435,-0.06194,0.0060929999999999995,0.080207,0.074114
2012-10-31,-0.020676,0.015130999999999999,-0.008041,0.043602999999999996,0.0066949999999999996,-0.013980999999999999,-0.020676
2012-11-30,0.034154,0.002762,-0.004864,0.021069,0.006425999999999999,0.04058,0.034154
2012-12-31,0.011371,0.002152,0.043261,0.0036980000000000003,0.006439,0.01781,0.011371
2013-01-31,0.007513,-0.040066,0.010702,-0.020697999999999998,0.007286,0.014799,0.007513
2013-02-28,-0.075779,-0.032688999999999996,-0.068434,0.024882,0.006293,-0.06948599999999999,-0.07577899999999999
2013-03-31,-0.027099,-0.046803,-0.028020999999999997,0.03896,0.00605,-0.021049000000000002,-0.027099
2013-04-30,0.034910000000000004,-0.00601,0.030118999999999996,0.004736000000000001,0.006175000000000001,0.041085,0.034910000000000004
2013-05-31,0.00041099999999999996,0.0034879999999999998,-0.06494,0.064038,0.0064280000000000006,0.006839,0.00041099999999999904
2013-06-30,-0.043965,-0.007463,-0.030382,0.032556,0.005854000000000001,-0.038111,-0.043965
2013-07-31,-0.030107,-0.017064,-0.08490500000000001,0.06089000000000001,0.007465,-0.022642000000000002,-0.030107000000000002
2013-08-31,-0.043425000000000005,0.001784,-0.002174,-0.030513,0.00874,-0.034685,-0.043425
2013-09-30,0.044421999999999996,-0.008759,-0.004951,-0.024346999999999997,0.008395,0.052816999999999996,0.044421999999999996
2013-10-31,0.071538,-0.005777,0.02492,-0.041213,0.007449,0.078987,0.071538
2013-11-30,-0.013274,0.050975,0.02459,-0.040421,0.0065580000000000005,-0.006716,-0.013274000000000001
2013-12-31,0.027759,0.028719,0.020738,-0.014772,0.0071979999999999995,0.034956999999999995,0.027758999999999995
2014-01-31,-0.046096000000000005,0.015645,-0.062270000000000006,0.07818900000000001,0.007892,-0.038203999999999995,-0.046096
2014-02-28,0.015429,0.021594000000000002,-0.024068,0.046834,0.006737999999999999,0.022167,0.015429
2014-03-31,0.072363,-0.007685,0.092586,-0.143148,0.0071730000000000006,0.079536,0.072363
2014-04-30,0.0021479999999999997,0.043486000000000004,0.034245,-0.01131,0.006274999999999999,0.008423,0.0021480000000000006
2014-05-31,0.115436,0.033826,0.155686,-0.14604699999999998,0.007238,0.122674,0.11543600000000001
2014-06-30,0.066093,0.055907,0.025124,0.040915,0.007067,0.07316,0.066093
2014-07-31,-0.007875,0.009751,-0.06636,-0.010578,0.007411999999999999,-0.00046300000000000003,-0.007875
2014-08-31,0.020804,0.020373000000000002,-0.034554,0.021632,0.0064529999999999995,0.027256999999999997,0.020803999999999996
2014-09-30,0.006623,0.056718000000000005,-0.042536,0.005242,0.007423999999999999,0.014047,0.006623000000000001
2014-10-31,0.028405,-0.011600999999999998,0.025246,0.041176000000000004,0.005995,0.0344,0.028405
2014-11-30,0.018958,0.016736,-0.020928,0.03899,0.005881,0.024839000000000003,0.018958000000000003
2014-12-31,-0.022489,0.011874000000000001,-0.017494,0.039114,0.0071730000000000006,-0.015316000000000001,-0.022489000000000002
2015-01-31,0.041769999999999995,-0.023815,0.013891,0.048075,0.0068720000000000005,0.048642000000000005,0.04177
2015-02-28,0.001527,0.0047870000000000005,-0.032364000000000004,-0.008976,0.006198,0.007724999999999999,0.0015269999999999988
2015-03-31,-0.031549999999999995,0.006625,-0.042393,0.043769,0.006856999999999999,-0.024693,-0.03155
2015-04-30,-0.030769,0.013825,0.037388,-0.00902,0.005920999999999999,-0.024848,-0.030768999999999998
2015-05-31,0.027231,-0.01373,-0.016936,0.023529,0.006256,0.033487,0.027231
2015-06-30,-0.015737,-0.010513,0.0057599999999999995,0.0168,0.006693,-0.009044,-0.015737
2015-07-31,0.024974,0.074564,0.015667,0.049483,0.0068379999999999995,0.031812,0.024974
2015-08-31,-0.069187,-0.004775,-0.061394000000000004,0.022351,0.006142,-0.063045,-0.069187
2015-09-30,-0.008346,0.003836,0.025156,0.005796,0.005874000000000001,-0.0024720000000000002,-0.008346000000000001
2015-10-31,0.011768,0.01789,0.047922,-0.028304,0.005594,0.017362,0.011767999999999999
2015-11-30,-0.010286,0.042191,0.044469,-0.005852,0.005350000000000001,-0.004935999999999999,-0.010286
2015-12-31,0.006155000000000001,0.011631,0.007912,0.025127,0.006256,0.012411,0.006155
2016-01-31,-0.066022,-0.034832,-0.019601999999999998,0.014924999999999999,0.005733,-0.060289,-0.066022
2016-02-29,-0.086828,-0.055678,-0.043838999999999996,-0.027452,0.0060929999999999995,-0.08073499999999999,-0.08682799999999999
2016-03-31,0.09988,-0.018723,0.067504,-0.030868000000000003,0.0057469999999999995,0.105627,0.09988
2016-04-30,0.017666,0.034627,0.021074000000000002,-0.004965,0.004929,0.022595,0.017666
2016-05-31,0.015958,-0.019187,-0.006542,0.014662,0.005963,0.021921,0.015958
2016-06-30,0.032173,0.033289,0.043963999999999996,-0.018281000000000002,0.0059240000000000004,0.038097,0.032173
2016-07-31,0.048681,-0.018263,0.024815,0.006194,0.005228,0.053909000000000006,0.048681
2016-08-31,0.014625999999999998,0.001034,0.02469,0.017817,0.0057220000000000005,0.020348,0.014626
2016-09-30,-0.014705,0.014955000000000001,0.016346,-0.0027289999999999997,0.005182,-0.009523,-0.014705
2016-10-31,0.021658,0.055776000000000006,0.052063,0.041724,0.004567,0.026225000000000002,0.021658000000000004
2016-11-30,-0.05688,-0.032114,0.001183,-0.026095,0.005121,-0.051759000000000006,-0.05688000000000001
2016-12-31,-0.020904,-6.2e-05,-0.005285,-0.006091999999999999,0.005325,-0.015579,-0.020904
2017-01-31,0.05162,0.01246,0.058215,0.064501,0.005206,0.056826,0.05162
2017-02-28,0.040940000000000004,-0.001616,0.00619,-0.022320000000000003,0.0046500000000000005,0.04559,0.04094
2017-03-31,0.030760999999999997,0.007398,0.018108,0.030352,0.005203,0.035964,0.030761000000000004
2017-04-30,0.024966,0.039625,0.050673,0.047874,0.004282,0.029248,0.024966
2017-05-31,0.000136,-0.027521,-0.034591,0.01718,0.005462,0.005598,0.00013599999999999984
2017-06-30,-0.006804,0.020042,-0.005998,0.000584,0.005234,-0.00157,-0.006804
2017-07-31,0.050846,-0.018645000000000002,0.057766000000000005,0.031944,0.005181,0.056026999999999993,0.050845999999999995
2017-08-31,-0.010112000000000001,-0.012734,0.01184,0.061664000000000004,0.005121,-0.004991,-0.010112
2017-09-30,-0.013462,0.023384000000000002,-0.003814,-0.001482,0.005089,-0.008373,-0.013462
2017-10-31,0.07167799999999999,0.00634,0.08152,0.019322,0.0048389999999999996,0.076517,0.071678
2017-11-30,-0.002686,0.054009999999999996,-0.028822,0.002835,0.005341,0.0026550000000000002,-0.002686
2017-12-31,0.03487,0.009833,0.00746,0.00757,0.004893,0.039763,0.03487
2018-01-31,0.0041270000000000005,-0.039626999999999996,0.007154000000000001,-0.020894,0.005512,0.009639,0.004127
2018-02-28,-0.042572,-0.005203,-0.022284,0.010308999999999999,0.0048070000000000005,-0.037765,-0.042572
2018-03-31,-0.046964,-0.034828,-0.048907,0.017704,0.004716000000000001,-0.042248,-0.046964
2018-04-30,0.063805,0.003966,-0.008527,0.055705,0.005106,0.068911,0.063805
2018-05-31,-0.031495999999999996,-0.045523999999999995,-0.028633000000000002,0.025261999999999996,0.005503,-0.025993,-0.031495999999999996
2018-06-30,-0.030101,-0.05152999999999999,-0.025436,0.024162,0.0054020000000000006,-0.024699,-0.030101
2018-07-31,0.048906,-0.031757,0.010859,0.013039,0.005706,0.054612,0.048906
2018-08-31,0.036011,-0.002133,-0.003478,0.01436,0.005618,0.041629,0.036011
2018-09-30,-0.092322,-0.067132,0.014933,0.020762,0.004952,-0.08737,-0.092322
2018-10-31,-0.04647300000000001,0.022989000000000002,0.000958,-0.015509,0.005825,-0.040648,-0.046473
2018-11-30,0.026678,-0.025227,-0.020110000000000003,0.009118000000000001,0.005452,0.03213,0.026678
2018-12-31,0.005855,0.006696,0.003261,-0.028450000000000003,0.005299000000000001,0.011153999999999999,0.005854999999999998
2019-01-31,-0.031951,-0.03461,-0.0006619999999999999,0.04456,0.006049,-0.025901999999999998,-0.031951
2019-02-28,-0.008834,-0.030259,-0.011322,-0.006704,0.005132,-0.0037019999999999996,-0.008834
2019-03-31,0.06895699999999999,0.026459,0.03688,-0.018576,0.004794,0.073751,0.06895699999999999
2019-04-30,-0.0023899999999999998,-0.026267,-0.008339,0.049800000000000004,0.004745,0.002355,-0.00239
2019-05-31,0.0056689999999999996,-0.006692,0.00839,0.017222,0.005585,0.011254,0.005669
2019-06-30,-0.020446,-0.045057,-0.020482999999999998,0.043380999999999996,0.004544,-0.015902,-0.020446
2019-07-31,-0.071869,-0.055298999999999994,-0.030518,0.046962000000000004,0.005357,-0.066512,-0.071869
2019-08-31,-0.006656,-0.011902,-0.055064,0.013108,0.004383000000000001,-0.002273,-0.0066560000000000005
2019-09-30,0.04031799999999999,0.007422,-0.026741,0.006549,0.004045,0.044363,0.040318
2019-10-31,0.04322600000000001,-0.025838999999999997,-0.022953,-0.018774,0.003928,0.047154,0.043226
2019-11-30,-0.001729,-0.015241,0.038028,0.012501,0.004015,0.002286,-0.0017290000000000005
2019-12-31,-0.0011819999999999999,-0.0020239999999999998,-0.002764,0.03003,0.004174,0.0029920000000000003,-0.0011819999999999995
2020-01-31,-0.000974,0.072072,-0.033684,0.026459999999999997,0.004651,0.003677,-0.0009739999999999996
2020-02-29,-0.065298,-0.00449,-0.065392,0.083538,0.0038629999999999997,-0.061435000000000003,-0.06529800000000001
2020-03-31,-0.22916899999999998,-0.08907400000000001,-0.06368599999999999,0.039625,0.004141000000000001,-0.225028,-0.229169
2020-04-30,0.133177,0.019276,0.059182,-0.06972400000000001,0.00294,0.13611700000000002,0.13317700000000002
2020-05-31,-0.018313,-0.0050219999999999996,0.006091999999999999,0.04059599999999999,0.002633,-0.01568,-0.018313
2020-06-30,0.08432100000000001,0.06004400000000001,0.080182,-0.102634,0.0029189999999999997,0.08724,0.084321
2020-07-31,0.060819,-0.018657999999999998,0.022787,0.088654,0.002959,0.063778,0.060819
2020-08-31,0.034869,0.088427,0.01965,-0.06564600000000001,0.0027400000000000002,0.037609,0.034869
2020-09-30,0.001997,0.020971000000000004,-0.024199000000000002,0.099984,0.002895,0.0048920000000000005,0.0019970000000000005
2020-10-31,0.015138,-0.017914,-0.025041,-0.032850000000000004,0.002751,0.017889,0.015137999999999999
2020-11-30,0.104747,0.002267,0.042016,-0.129195,0.002363,0.10711,0.10474699999999999
2020-12-31,0.074447,0.005721,0.024152,-0.024517,0.0027289999999999997,0.077176,0.074447
2021-01-31,-0.014435,0.008572999999999999,0.007562,-0.004614,0.002571,-0.011864,-0.014435
2021-02-28,0.077129,0.01811,0.090531,-0.058449,0.002644,0.079773,0.077129
2021-03-31,0.01336,-0.016821,-0.041440000000000005,0.049374,0.0027500000000000003,0.01611,0.013359999999999999
2021-04-30,0.008648,0.038919999999999996,0.044703999999999994,0.069962,0.00255,0.011198,0.008648
2021-05-31,0.073996,0.041264,0.028858,0.017309,0.0027010000000000003,0.076697,0.073996
2021-06-30,0.024001,0.045217,0.019251,0.0015,0.003037,0.027038000000000003,0.024001
2021-07-31,0.014053,0.06787,0.023843,0.057254,0.002894,0.016947,0.014053
2021-08-31,0.058274999999999993,-0.099023,-0.074464,0.014209000000000001,0.002836,0.061111000000000006,0.05827500000000001
2021-09-30,0.036566,0.013104,0.040480999999999996,-0.019814000000000002,0.002797,0.039363,0.036566
2021-10-31,-0.005932,0.003323,0.023961999999999997,0.034246,0.002778,-0.003154,-0.005932
2021-11-30,-0.024123000000000002,0.009368,-0.037052999999999996,0.028572,0.002862,-0.021261000000000002,-0.024123000000000002
2021-12-31,0.024190999999999997,0.025311,0.005524,0.038561,0.003296,0.027486999999999998,0.024190999999999997
2022-01-31,-0.004162,0.012143999999999999,0.06479599999999999,0.015253000000000001,0.002912,-0.00125,-0.004162
2022-02-28,-0.04641,-0.048506999999999995,-0.01748,0.013562000000000001,0.0030399999999999997,-0.04337,-0.04641
2022-03-31,0.039297,0.010709,0.020083000000000004,0.079665,0.003185,0.042482,0.039297
2022-04-30,0.007715,0.022085,0.039398,-0.009968,0.002954,0.010669,0.007715
2022-05-31,-0.058191,-0.028131,-0.009598,-0.037128,0.003876,-0.054314999999999995,-0.05819099999999999
2022-06-30,-0.054405999999999996,0.006734,-0.022104,0.000154,0.004412,-0.049994,-0.054405999999999996
2022-07-31,0.09354,-0.021903000000000002,-0.014417,0.000852,0.004416,0.097956,0.09354
2022-08-31,0.049692999999999994,0.007095000000000001,0.029672,0.001958,0.004455,0.054147999999999995,0.049692999999999994
2022-09-30,-0.035638,0.03973,-0.017868,0.011295999999999999,0.0050219999999999996,-0.030615999999999997,-0.035637999999999996
2022-10-31,0.027008,-0.020717,0.041503,0.010894,0.004719,0.031727,0.027007999999999997
2022-11-30,0.027949,-0.009883999999999999,0.050526999999999996,-0.027108,0.005375,0.033324,0.027949
2022-12-31,-0.032771,0.009474,0.026784,-0.00045400000000000003,0.005587,-0.027184,-0.032771
2023-01-31,-0.046239,0.029844,0.018192,-0.026463,0.005318000000000001,-0.040921000000000006,-0.04623900000000001
2023-02-28,-0.048635000000000005,-0.006357000000000001,0.03031,-0.038603,0.0052910000000000006,-0.043343999999999994,-0.048635
2023-03-31,-0.0012820000000000002,-0.025842,0.011746000000000001,0.043429999999999996,0.005793,0.004511,-0.0012820000000000002
2023-04-30,0.048263999999999994,0.039527,0.034126,-0.00029499999999999996,0.004574,0.052838,0.048264
2023-05-31,0.034367,0.008643,-0.009568,0.00511,0.005976,0.040343,0.034366999999999995
2023-06-30,0.0384,0.033756,0.026753999999999997,0.016372,0.005626,0.044025999999999996,0.0384
2023-07-31,0.040262,0.036487,0.044343,0.029682,0.0055969999999999995,0.045859,0.040262
2023-08-31,-0.003721,0.072985,0.015294,0.020788,0.005918,0.002197,-0.0037209999999999995
2023-09-30,0.024426999999999997,-0.014835000000000001,0.036044,0.023610000000000003,0.005409000000000001,0.029836,0.024427
2023-10-31,-0.030858,0.025708,0.001212,0.025761,0.00545,-0.025408,-0.030858
2023-11-30,0.068798,0.004019,0.016306,0.043657,0.005489000000000001,0.074287,0.068798
2023-12-31,0.07810299999999999,-0.041853999999999995,0.028756,-0.0016259999999999998,0.005504,0.083607,0.078103
2024-01-31,0.036277,0.04565,0.056071,0.071128,0.005782000000000001,0.042059,0.036277
2024-02-29,0.015354000000000001,-0.031183000000000002,-0.008408,0.011798999999999999,0.0058379999999999994,0.021192000000000003,0.015354000000000003
2024-03-31,-0.008287,-0.068933,0.0072699999999999996,0.003505,0.004921,-0.003366,-0.008287
2024-04-30,0.041357,0.06968200000000001,0.037545999999999996,0.02767,0.0054659999999999995,0.046823,0.041357
2024-05-31,0.006639000000000001,-0.038542,-0.022476,0.014659,0.005777,0.012416,0.006639
2024-06-30,0.060187,0.042204,0.006775,-0.011003,0.005142,0.065329,0.060187
2024-07-31,0.04813799999999999,0.014834,0.005556,0.009911999999999999,0.005887,0.054025,0.048138
2024-08-31,-0.002267,0.018809,-0.005938,-0.011715,0.005528,0.003261,-0.002267
2024-09-30,0.009313,0.001692,-0.009723,-0.025116,0.005528,0.014841,0.009313
2024-10-31,-0.071739,0.046910999999999994,-0.003687,0.008557,0.005639999999999999,-0.06609899999999999,-0.071739
2024-11-30,-0.008015,0.010549,0.00676,0.015223,0.00487,-0.0031450000000000002,-0.008015000000000001
2024-12-31,-0.021594000000000002,0.017625,-0.0065439999999999995,0.016039,0.0053879999999999996,-0.016206,-0.021594000000000002
2025-01-31,-0.042245,-0.067182,0.025699999999999997,-0.063608,0.006012999999999999,-0.036232,-0.042245
2025-02-28,-0.098508,-0.061729000000000006,0.030154,-0.007605,0.0048720000000000005,-0.093636,-0.098508
2025-03-31,0.07103799999999999,-0.018421,0.008276,0.045412999999999995,0.004888,0.075926,0.07103799999999999
2025-04-30,0.022412,-0.012895,0.007823,-0.03891,0.004602,0.027014,0.022412
2025-05-31,0.043249,0.063412,-0.006898,-0.041491,0.004852,0.048101000000000005,0.043249
2025-06-30,0.031509999999999996,-0.002949,0.027386,0.008008999999999999,0.004134,0.035644,0.03151
